course_id,course_rating,enrollment_status,completion_status,user_id
uva-darden-managerial-accounting,4.6,1,1,184
perfect-tenses-modals,4.2,1,1,441
microbiome,4.5,0,0,458
introduction-to-ai,4.4,1,1,1165
systems-thinking,3.6,1,0,1250
stochasticprocesses,3.3,0,0,1195
gcp-fundamentals,3.5,0,0,442
international-migrations,4.2,0,0,109
business-transformation-google-cloud,4.5,0,0,1962
sql-data-science,3.6,0,0,1558
forensic-accounting,4.1,0,0,1288
uva-darden-financial-accounting,4.9,0,0,647
gcp-fundamentals,4.2,1,0,1310
introduction-psych,4.3,1,0,903
getinmooc,3.5,1,0,490
bootstrap-4,3.6,0,0,1060
remote-team-management,3.9,1,0,1155
financial-engineering-1,3.2,1,0,174
clinicalsimulations,4.4,1,1,1477
organizational-behavior,4.7,0,0,1925
design-strategy,4.2,0,0,56
roman-architecture,4.6,0,0,42
data-analysis-with-python,4.5,0,0,1446
python-databases,3.5,0,0,1644
linear-algebra-machine-learning,5.0,1,0,1235
access-control-sscp,3.3,1,1,312
finance-for-non-finance,4.3,0,0,1474
electricity,4.8,1,0,591
what-is-social,3.1,1,0,1621
legal-tech-startups,4.9,1,0,800
oilandgas,4.6,0,0,550
gis,3.3,1,1,1989
technology-of-music-production,4.7,1,0,1503
model-thinking,4.9,0,0,628
uva-darden-agile-team-management,4.2,1,1,110
what-is-social,4.3,0,0,145
introduction-g-suite,4.2,0,0,1797
machine-learning-business-professionals,3.8,1,1,1390
seo-fundamentals,4.5,0,0,897
data-science-methodology,3.8,0,0,747
everyday-parenting,3.6,1,0,591
humanrights,3.4,1,1,904
making-architecture,3.9,1,0,613
international-law-in-action,4.5,1,1,9
object-oriented-java,4.1,1,0,1298
business-transformation-google-cloud,4.0,0,0,1747
marketing-analytics,3.5,0,0,10
supply-chain-principles,4.7,0,0,1752
speak-english-professionally,3.1,0,0,1501
engineering-health-yoga-physiology,3.8,0,0,60
dino101,4.3,1,1,819
magic-middle-ages,4.5,0,0,801
gcp-infrastructure-scaling-automation,4.7,0,0,1340
introduction-git-github,3.5,1,1,454
ecology-conservation,4.7,1,1,303
autism-spectrum-disorder,4.8,0,0,267
information-systems-audit,4.2,1,1,803
tensorflow-sequences-time-series-and-prediction,4.3,0,0,477
visual-elements-user-interface-design,4.0,1,1,1668
diversity-inclusion-workplace,3.9,0,0,1524
food-beverage-management,4.9,0,0,102
global-environmental-management,3.9,1,0,73
teachlanguageonline,3.8,0,0,666
social-media-marketing-introduction,4.1,0,0,1770
nutrition-pregnancy,4.0,0,0,1908
uva-darden-managerial-accounting,4.2,0,0,1366
python-programming-introduction,4.0,0,0,1617
understanding-arguments,3.9,1,0,1854
manage-health-covid-19,3.7,0,0,840
python-plotting,4.1,1,0,295
contracts-1,4.8,0,0,1293
aws-machine-learning,4.2,1,0,455
mindfulness,3.8,1,1,1432
science-exercise,3.9,1,0,459
web-development,4.3,0,0,93
technology-of-music-production,4.1,1,1,1230
six-sigma-principles,4.3,0,0,819
statistical-inferences,4.5,1,1,335
python-for-data-visualization,4.3,1,1,1173
golang-getting-started,4.5,0,0,1446
introcss,4.4,1,1,1408
aws-fundamentals-addressing-security-risk,4.6,1,0,111
quality-healthcare,3.6,0,0,1784
modern-world,4.4,0,0,1835
pca-machine-learning,4.3,1,1,741
nutrition-pregnancy,4.9,0,0,1559
international-taxation,4.4,0,0,1385
classification-vector-spaces-in-nlp,4.3,1,1,1860
visual-elements-user-interface-design,3.8,0,0,300
everyday-parenting,3.2,0,0,1085
information-systems-audit,3.8,0,0,232
legal-tech-startups,4.0,0,0,1549
remote-team-management,3.8,0,0,529
enterprise-architecture,4.4,0,0,1654
python-network-data,4.3,0,0,1259
gcp-big-data-ml-fundamentals,3.3,1,0,1041
exposure-photography,4.3,1,1,236
building-modern-python-applications-on-aws,3.0,1,1,412
python-for-data-visualization,4.0,0,0,1749
applied-data-science-capstone,4.6,0,0,1654
medical-neuroscience,4.5,0,0,1431
renewable-energy-entrepreneurship,4.1,0,0,269
change-management,3.9,1,0,865
quality-healthcare,3.6,0,0,680
google-kubernetes-engine,4.1,0,0,1709
ds,3.5,1,0,750
gcp-infrastructure-foundation,3.5,1,0,889
data-science-k-means-clustering-python,3.4,1,0,858
exposure-photography,3.7,0,0,508
business-english-intro,4.5,1,1,897
international-humanitarian-law,3.8,1,1,1547
everyday-chinese-medicine,3.5,1,1,1884
verb-passives,3.6,0,0,199
getting-started-with-essay-writing,3.7,1,0,237
equine,4.5,0,0,561
kotlin-for-java-developers,4.6,1,0,137
speak-english-professionally,4.2,1,0,1153
system-administration-it-infrastructure-services,3.9,0,0,984
positive-psychiatry,4.5,1,1,1522
nlp-sequence-models,4.4,1,1,1283
iiot-google-cloud-platform,3.9,1,1,333
understanding-financial-markets,3.8,1,1,811
uva-darden-agile-team-management,4.7,1,1,563
digital-analytics,4.4,1,1,1068
vlsi-cad-logic,4.0,0,0,1947
epigenetics,4.4,1,0,1158
memoir-reader-relationship,3.1,0,0,1040
data-analysis-with-python,3.7,0,0,1883
troubleshooting-debugging-techniques,3.4,0,0,173
python-data-visualization,3.9,1,1,551
search-engine-optimization,4.2,0,0,1559
cs-fundamentals-1,3.8,0,0,608
intro-accounting-data-analytics-visual,3.3,1,1,1519
edinburgh-music-theory,3.7,0,0,98
engineering-mechanics-statics,3.7,0,0,491
gcp-fundamentals,3.7,1,0,1392
google-kubernetes-engine,3.5,1,1,211
getting-started-with-tensor-flow2,4.2,0,0,997
cybersecurity-roles-processes-operating-system-security,4.8,0,0,392
quality-healthcare,3.6,0,0,1315
beyond-the-sustainable-development-goals-addressing-sustainability-and-development,4.0,0,0,51
google-cloud-product-fundamentals,4.4,0,0,1137
race-cultural-diversity-american-life,3.8,0,0,626
cs-fundamentals-1,4.2,0,0,536
finance-for-non-financial-managers,3.7,1,0,1920
music-theory,4.2,1,1,1950
introtoux-principles-and-processes,4.3,0,0,490
social-media-marketing-introduction,3.9,0,0,1221
python-machine-learning,3.3,1,0,422
python-data,4.2,0,0,509
english-principles,3.6,1,0,1300
enterprise-architecture,3.3,0,0,1218
uva-darden-digital-product-management,4.7,0,0,1212
project-planning,4.0,1,1,1328
modern-art-ideas,3.6,1,0,221
speak-english-professionally,3.3,1,1,678
international-humanitarian-law,4.8,0,0,1868
uva-darden-foundations-business-strategy,4.4,0,0,1189
countering-terror-violent-extremism,3.5,0,0,1832
python-data,4.1,0,0,778
epidemiology-tools,5.0,1,1,752
six-sigma-principles,3.8,1,0,304
applied-data-science-capstone,4.3,1,0,1207
what-is-datascience,4.1,0,0,844
natural-language-processing-tensorflow,4.1,0,0,1853
marketing-plan,4.2,1,0,413
gcp-fundamentals,4.1,1,1,1167
ml-foundations,3.5,0,0,1841
everyday-excel-part-1,4.7,0,0,324
financial-engineering-1,4.1,0,0,1761
html,3.5,0,0,1012
the-cycle,4.9,1,0,1642
uva-darden-continous-delivery-devops,3.5,0,0,1889
web-development,3.6,0,0,610
front-end-react,3.3,1,1,1335
uva-darden-design-thinking-innovation,4.3,0,0,1414
cybersecurity-roles-processes-operating-system-security,4.5,0,0,1543
everyday-excel-part-1,4.1,0,0,686
computational-neuroscience,3.6,1,0,1552
moral-politics,3.5,0,0,661
ai-for-medical-prognosis,3.7,1,0,327
making-architecture,3.7,1,0,1316
statistical-inferences,4.2,1,1,1055
aboriginal-education,3.7,1,0,1402
intercultural,3.6,1,1,1895
dairy-production,4.7,1,0,777
nlp-sequence-models,4.4,1,0,620
manage-health-covid-19,5.0,1,0,1751
gcp-fundamentals,3.6,0,0,1502
cloud-infrastructure-design-process,4.4,1,1,260
python,4.2,0,0,1248
introduction-psychology,4.4,0,0,1790
trunk-anatomy,4.5,0,0,1570
introduction-git-github,3.8,0,0,686
personal-branding,4.3,1,1,1739
sdgbusiness,4.2,1,1,61
build-a-computer,3.6,0,0,1720
gcp-infrastructure-scaling-automation,3.9,0,0,1998
cybersecurity-compliance-framework-system-administration,4.2,0,0,258
engineering-mechanics-statics,3.5,1,1,91
sports-marketing,3.5,1,0,425
intro-business-analytics,3.8,0,0,25
microbiome,3.6,1,1,1193
schedule-projects,4.6,0,0,1506
big-data-introduction,3.2,0,0,1720
html-css-javascript-for-web-developers,3.6,0,0,511
cloud-infrastructure-design-process,3.8,0,0,1794
bayesian-statistics,4.6,1,1,1535
bootstrap-4,3.4,0,0,836
applied-data-science-capstone,3.6,1,0,897
machine-learning-with-python,4.2,1,1,375
intro-common-law,4.5,1,1,1718
intercultural,4.0,0,0,1344
data-analytics-for-lean-six-sigma,3.7,1,1,128
ibm-customer-engagement-specialist,3.7,1,1,1235
search-engine-optimization,4.9,1,1,1747
write-your-first-novel,3.9,1,1,1368
producing-music,4.5,1,1,1919
preparing-cloud-associate-cloud-engineer-exam,4.8,1,1,1896
gcp-fundamentals,3.2,0,0,1868
introduction-statistics-data-analysis-public-health,4.4,0,0,1840
systems-engineering,3.1,1,1,62
python-basics,3.8,1,1,212
nand2tetris2,3.0,0,0,1829
drug-discovery,4.5,1,1,403
uva-darden-foundations-business-strategy,4.7,0,0,345
uva-darden-agile-team-management,4.3,1,0,195
introduction-to-software-product-management,4.6,0,0,822
information-security-data,4.8,0,0,1277
classical-sociological-theory,4.7,1,0,1551
theropods-birds,4.3,0,0,1179
intro-economic-theories,4.6,0,0,413
gender-sexuality,4.7,0,0,941
modern-world-2,3.6,1,1,1425
building-modern-python-applications-on-aws,3.4,1,0,1233
corporate-finance-essentials,4.0,1,0,354
enterprise-architecture,4.2,0,0,1619
grammar-punctuation,3.4,1,1,1388
global-diplomacy-un,4.8,1,1,1283
programming-languages,4.2,1,0,1038
uva-darden-agile-team-management,4.8,0,0,1223
introduction-statistics-data-analysis-public-health,3.3,0,0,1416
os-power-user,3.7,0,0,487
python-data-analysis,3.5,1,1,1938
introduction-to-ai,4.1,0,0,1848
oilandgas,4.3,0,0,1917
probabilistic-models-in-nlp,3.9,1,1,868
machine-learning-business-professionals,3.7,0,0,356
geopolitics-europe,3.5,0,0,422
introduction-portfolio-construction-python,4.3,1,0,1750
producing-music,3.3,1,0,1548
learning-how-to-learn,3.2,0,0,1753
python-basics,3.6,0,0,1450
golang-getting-started,3.4,0,0,1399
epidemic-pandemic-outbreak,3.7,0,0,1349
international-migrations,4.5,1,0,1988
stochasticprocesses,4.6,1,1,207
vlsi-cad-logic,3.8,1,0,1950
sql-for-data-science,4.3,1,0,1468
big-data-essentials,3.0,0,0,1387
neuromarketing,4.8,1,1,1465
what-is-datascience,3.7,1,1,418
accounting-data-analytics-python,3.1,1,1,845
learn-chinese,4.4,0,0,526
python-for-data-visualization,3.5,0,0,1781
seo-fundamentals,4.6,0,0,30
principles-of-macroeconomics,3.7,1,1,1502
contracts-1,4.1,0,0,992
ecology-conservation,4.4,1,0,1479
digital-analytics,3.6,0,0,1544
computational-neuroscience,3.8,1,0,1972
uva-darden-project-management,3.9,1,1,263
cloud-infrastructure-design-process,3.9,0,0,1964
introduction-tensorflow,4.6,0,0,666
corporate-finance-essentials,4.3,0,0,1174
essentials-global-health,4.4,0,0,493
gcp-infrastructure-core-services,3.1,1,0,1238
business-english-intro,3.2,1,0,1119
six-sigma-organization-advanced,4.5,1,0,1366
gcp-infrastructure-core-services,3.1,1,0,1101
introduction-psychology,4.8,1,1,1024
digital-analytics,4.4,0,0,998
probabilistic-models-in-nlp,4.9,0,0,1331
python-functions-files-dictionaries,3.3,1,1,742
infrastructure-investing,3.3,0,0,499
public-policy,4.1,1,1,449
everyday-parenting,3.1,0,0,1522
clinicalsimulations,4.1,0,0,987
curanderismo-plants,3.9,1,0,787
construction-project-management,4.6,1,1,344
sample-based-learning-methods,4.1,0,0,1510
classical-sociological-theory,4.6,0,0,1258
food-beverage-management,3.7,0,0,968
digital-analytics,4.4,0,0,1760
neuroeconomics,4.1,1,0,1040
clinical-data-management,3.4,0,0,49
python-machine-learning,3.6,0,0,263
os-power-user,3.7,1,1,1349
multivariate-calculus-machine-learning,5.0,0,0,365
becoming-a-veterinarian,4.0,1,1,1326
renewable-energy-entrepreneurship,3.4,1,1,1649
solar-energy-basics,4.1,0,0,160
aws-fundamentals-going-cloud-native,3.7,1,1,422
introduction-psychology,3.9,1,1,1006
intro-programming,3.7,0,0,1127
nutrition-pregnancy,4.3,1,1,233
ai-for-medical-prognosis,4.9,0,0,903
drug-commercialization,4.1,1,1,1869
gcp-fundamentals,4.1,0,0,1075
everyday-excel-part-1,4.9,0,0,1481
intro-economic-theories,4.0,0,0,1076
machine-learning-with-python,4.4,0,0,286
becoming-a-veterinarian,4.7,1,0,1904
financial-markets-global,3.4,1,0,1851
what-is-a-proof,4.7,0,0,440
corporatestrategy,3.7,0,0,1133
modern-world-2,4.2,1,0,130
english-principles,4.2,1,1,1212
corporatestrategy,4.3,1,0,258
corporatestrategy,4.2,1,1,1614
cloud-infrastructure-design-process,4.4,0,0,1051
everyday-excel-part-1,4.4,1,1,732
corp-sustainability,4.5,0,0,527
ds,3.3,1,0,1104
forensic-science,4.0,0,0,1674
it-security,4.1,1,0,1542
design-strategy,3.5,1,1,1804
epidemiology-tools,4.2,1,0,1780
basic-statistics,3.4,1,1,439
microeconomics,4.6,1,1,1549
exposure-photography,3.9,0,0,802
supply-chain-principles,4.3,1,0,44
intro-accounting-data-analytics-visual,3.5,1,1,1148
bootstrap-4,4.4,1,0,1798
learn-speak-korean1,3.9,0,0,517
cloud-infrastructure-design-process,4.5,1,0,1168
object-oriented-java,3.9,1,1,23
finding-purpose-and-meaning-in-life,3.7,0,0,1488
user-experience-design,3.8,1,1,501
change-management,4.0,1,0,1733
european-law-fundamentals,3.2,1,1,416
plantknows,4.7,1,1,1389
international-law-in-action-2,3.3,0,0,1762
excel-data-analysis-fundamentals,3.3,0,0,1442
uva-darden-managerial-accounting,3.8,0,0,1268
machine-learning-with-python,4.7,1,1,1007
public-policy,4.4,1,1,665
what-is-datascience,3.3,1,1,884
what-is-datascience,3.7,1,0,1885
sql-data-science,3.1,0,0,1043
transmedia-storytelling,4.1,0,0,155
gcp-infrastructure-core-services,3.9,0,0,227
wind-energy,4.7,1,1,1096
cultural-competence-aboriginal-sydney,4.7,0,0,1518
autism-spectrum-disorder,4.4,0,0,80
international-law-in-action-2,3.1,1,1,1269
renewable-energy-entrepreneurship,4.3,0,0,78
introduction-to-software-product-management,3.9,0,0,297
python-for-data-visualization,4.4,1,1,619
getting-started-with-google-sheets,4.8,1,1,1241
countering-terror-violent-extremism,4.7,1,0,591
clinical-terminology,4.0,0,0,1740
excel-data-analysis-fundamentals,4.1,0,0,399
gcp-infrastructure-scaling-automation,4.1,1,1,1297
uva-darden-getting-started-agile,4.5,1,1,1326
elearning,3.7,0,0,1835
creative-thinking-techniques-and-tools-for-success,3.7,1,1,302
philosophy-cognitive-sciences,3.7,0,0,1595
django-database-web-apps,3.2,0,0,570
tensorflow-sequences-time-series-and-prediction,3.9,1,0,1730
marketing-digital,3.3,1,1,1986
corporatestrategy,4.4,0,0,1510
python-operating-system,3.1,0,0,145
probability-intro,3.2,0,0,226
big-history,4.7,0,0,721
psychological-first-aid,4.9,1,0,721
microbiome,3.2,1,0,566
python-databases,3.4,1,1,1670
uva-darden-design-thinking-social-sector,3.9,1,1,1912
introduction-to-ai,3.2,1,0,1495
cybersecurity-roles-processes-operating-system-security,4.0,0,0,1189
autodesk-autocad-design-drafting,4.1,1,0,67
leading-for-equity-diversity-inclusion,3.3,0,0,183
cybersecurity-compliance-framework-system-administration,3.6,1,1,910
beyond-the-sustainable-development-goals-addressing-sustainability-and-development,5.0,1,1,1356
child-development,3.3,1,0,1712
instructional-design-foundations-applications,3.7,1,1,386
construction-project-management,4.1,1,0,22
preparing-cloud-associate-cloud-engineer-exam,3.9,1,1,1619
excel-data-analysis-fundamentals,4.1,1,1,501
writing-editing-words,4.2,0,0,1919
dino101,3.8,1,1,1259
computer-networking,4.2,1,1,1017
bayesian-statistics,4.7,0,0,793
philosophy-cognitive-sciences,4.8,1,1,194
cloud-infrastructure-design-process,4.1,0,0,666
solar-energy-basics,4.7,1,1,1002
data-analysis-with-python,4.0,1,0,1986
leadership-21st-century,4.8,0,0,1084
epidemiology,4.3,0,0,1772
python-for-applied-data-science-ai,4.4,0,0,1822
understanding-arguments,3.8,1,1,1780
gcp-infrastructure-foundation,3.8,1,1,1597
dog-emotion-and-cognition,3.9,0,0,1836
weight-management-beyond-balancing-calories,5.0,0,0,497
java-programming,4.3,1,0,1851
open-source-tools-for-data-science,3.7,1,1,1390
python-data,4.3,0,0,362
music-business-foundations,4.8,0,0,1619
foundations-of-mindfulness,4.7,0,0,21
corporate-commercial-law-part1,3.9,0,0,1990
intro-common-law,3.3,1,0,1157
introduction-g-suite,3.7,1,0,624
diversity-inclusion-workplace,4.9,1,1,1828
introduction-to-software-product-management,4.1,1,1,979
international-law-in-action-2,4.2,1,1,1659
python-basics,3.5,0,0,62
human-language,3.3,0,0,1415
google-machine-learning,4.8,1,0,848
introduction-to-ai,4.0,1,1,437
moral-politics,5.0,1,1,458
engineering-health-yoga-physiology,3.8,1,0,1495
international-relations-theory,4.0,0,0,1739
cultural-competence-aboriginal-sydney,4.0,1,0,1798
user-experience-design,4.7,1,0,970
introduction-psychology,4.7,0,0,1769
java-programming,4.4,1,0,417
diversity-inclusion-workplace,3.5,1,1,276
sports-society,3.7,0,0,1266
teach-online,4.0,1,1,245
international-humanitarian-law,4.5,0,0,1676
neuromarketing,4.6,0,0,1092
erasmus-econometrics,3.5,0,0,288
python-data,4.0,0,0,842
excel-essentials,4.6,1,1,228
humanrights,4.5,0,0,715
nutrition-pregnancy,4.4,1,1,1096
data-analysis-with-python,4.3,1,1,249
foundations-of-mindfulness,4.3,1,1,627
datasciencemathskills,3.2,1,1,520
brand,3.8,0,0,533
technical-support-fundamentals,4.4,0,0,948
international-law-in-action-2,3.6,1,0,1547
intro-programming,3.7,1,1,1163
applied-data-science-capstone,4.3,0,0,766
data-analysis-with-python,3.0,0,0,1630
communication-strategies-virtual-age,4.2,1,1,1701
stochasticprocesses,4.6,1,1,153
finance-for-non-finance,3.9,1,0,590
wind-energy,4.1,0,0,1859
professional-emails-english,4.3,0,0,1504
introduction-g-suite,4.8,1,1,233
devops-culture-and-mindset,3.2,0,0,1262
access-control-sscp,3.4,0,0,1499
introduction-tensorflow,3.8,1,1,102
chemicals-health,3.5,0,0,802
curanderismo-plants,4.5,1,1,1847
finance-for-non-financial-managers,4.6,1,0,937
mafash,4.8,0,0,1792
what-is-social,3.7,0,0,33
construction-project-management,4.3,0,0,1313
bcg-uva-darden-digital-transformation,4.0,1,0,76
international-security-management,4.0,0,0,520
understanding-financial-markets,4.1,1,0,1002
data-science-course,4.1,1,1,265
machine-learning-business-professionals,4.1,1,1,256
uva-darden-agile-team-management,4.3,1,1,1126
mindshift,4.8,1,1,1214
machine-learning-with-python,4.0,1,1,585
child-development,3.9,1,1,804
datasciencemathskills,3.2,0,0,600
neurobiology,4.7,0,0,930
summary-statistics,4.3,0,0,137
machine-learning-with-python,4.9,0,0,1054
songwriting-lyrics,4.6,0,0,1452
introduction-psych,3.8,0,0,728
python-for-data-visualization,4.9,1,0,1756
brand,3.2,1,0,1458
learn-chinese,3.0,0,0,946
understanding-financial-markets,4.1,0,0,798
introduction-to-calculus,3.9,1,1,1214
managing-human-resources,4.6,0,0,336
electricity,4.7,1,0,669
pca-machine-learning,3.9,0,0,90
sql-data-science,3.4,0,0,778
leadership-21st-century,4.2,0,0,1154
cloud-azure-intro,4.2,1,1,493
contracts-1,4.8,1,1,253
intro-business-analytics,3.2,1,0,304
emt-foundations,4.5,0,0,1618
cybersecurity-compliance-framework-system-administration,4.2,0,0,1200
social-innovation,4.6,0,0,650
self-determination-theory,4.0,1,0,1980
people-management,3.6,0,0,1606
anatomy403-1x,4.7,0,0,1715
covid-19-what-you-need-to-know,4.1,1,1,1703
gcp-fundamentals,4.3,0,0,1478
data-analysis-with-python,3.7,1,0,313
embedded-software-hardware,3.5,1,0,732
python-data-visualization,4.6,0,0,1930
high-stakes-leadership,4.3,1,1,445
role-of-advertising,3.5,1,1,1413
science-exercise,4.7,1,0,1052
systematic-review,3.9,1,1,1601
fundamentals-of-graphic-design,3.1,1,1,113
corporate-commercial-law-part1,3.4,0,0,1365
gender-sexuality,4.5,0,0,1780
construction-project-management,4.7,0,0,548
unraveling-the-cycling-city,4.3,1,1,748
python-for-applied-data-science-ai,4.3,1,0,813
people-management,3.8,0,0,1449
aboriginal-education,4.8,0,0,941
r-programming,3.4,0,0,24
public-speaking,3.7,0,0,1290
uva-darden-getting-started-agile,3.9,1,1,921
global-financial-markets-instruments,4.2,1,0,1337
technology-of-music-production,4.5,0,0,1017
classification-vector-spaces-in-nlp,4.1,0,0,566
oilandgas,5.0,1,0,573
curanderismo-plants,3.6,1,1,1548
finding-purpose-and-meaning-in-life,4.2,0,0,1195
sql-data-science,3.0,1,1,1680
applied-data-science-capstone,3.7,1,1,84
epigenetics,4.8,1,0,802
datasciencemathskills,3.9,0,0,1239
r-programming,3.7,1,0,467
python-data,3.5,0,0,1642
object-oriented-java,4.8,0,0,1137
business-english-intro,4.3,1,1,1414
drug-development,4.8,0,0,1622
cybersecurity-roles-processes-operating-system-security,4.6,0,0,1404
the-business-of-product-management-one,4.4,0,0,648
global-financial-markets-instruments,4.4,1,1,371
introduction-psychology,4.4,0,0,1114
open-source-tools-for-data-science,3.5,1,1,430
advanced-valuation-and-strategy,4.4,0,0,840
machine-learning-with-python,5.0,0,0,256
cloud-infrastructure-design-process,4.4,0,0,558
epidemiology,3.6,1,1,1280
security-safety-globalized-world,4.1,0,0,1795
foundations-of-mindfulness,4.5,1,1,903
getinmooc,3.3,0,0,1320
truthinourbones-osteoarchaeology-archaeology,3.7,0,0,395
sas-programming-basics,4.3,1,1,1985
gcp-big-data-ml-fundamentals,3.3,0,0,1081
epidemic-pandemic-outbreak,3.6,0,0,1284
mindfulness,3.9,0,0,957
google-kubernetes-engine,4.3,1,1,1515
biohacking-your-brains-health,4.1,0,0,430
site-reliability-engineering-slos,3.3,1,0,990
understanding-arguments,3.7,1,1,980
gender-sexuality,4.7,1,1,388
excel-data-analysis-fundamentals,4.1,1,0,1694
edinburgh-music-theory,4.4,0,0,1885
corporate-finance-essentials,4.3,0,0,1796
producing-music,3.6,0,0,1736
role-of-advertising,4.0,1,0,960
investment-management,3.5,1,1,1255
excel-data-analysis-fundamentals,3.0,1,1,1052
health-behavior-change,4.8,0,0,1069
engineering-health-yoga-physiology,4.0,1,1,1369
duke-behavioral-finance,4.4,1,0,1450
uva-darden-agile-team-management,3.7,0,0,790
family-planning,4.8,1,1,1776
innovation-through-design,4.2,1,1,244
python-for-data-visualization,4.3,0,0,797
vlsi-cad-logic,4.6,1,0,1186
diversity-inclusion-workplace,3.5,1,1,1735
european-law-fundamentals,4.6,0,0,1298
biohacking-your-brains-health,4.1,0,0,1945
theropods-birds,4.3,1,1,1066
introduction-g-suite,4.2,1,0,1360
data-analysis-with-python,4.0,0,0,1693
probability-statistics,4.4,1,1,826
r-programming,3.9,0,0,1820
sql-data-science,4.3,0,0,69
corporatestrategy,4.1,0,0,1928
os-power-user,3.6,1,0,825
sql-data-science,3.3,0,0,854
blockchain-basics,4.8,1,0,82
applied-data-science-capstone,4.5,1,0,685
write-a-feature-length-screenplay-for-film-or-television,4.4,1,0,859
producing-music,4.5,1,0,341
arbitration-international-disputes,4.1,0,0,337
food-beverage-management,3.7,0,0,858
seo-fundamentals,4.4,0,0,61
systems-thinking,3.8,0,0,779
version-control-with-git,4.5,0,0,276
uva-darden-getting-started-agile,3.7,1,1,1529
the-cycle,4.9,0,0,345
convolutional-neural-networks,3.5,0,0,110
manage-health-covid-19,3.5,1,1,1503
sustainable-finance,4.1,1,0,1696
data-visualization-tableau,4.7,1,1,718
contemporary-art,4.2,0,0,1051
machine-learning-projects,4.1,0,0,703
excel-essentials,3.6,0,0,882
contemporary-art,3.2,1,0,1945
music-theory,3.8,0,0,159
seo-fundamentals,3.6,0,0,1579
philosophy,3.9,1,0,597
machine-learning-projects,4.0,1,0,1187
getinmooc,3.6,0,0,1975
initiating-planning,3.4,0,0,263
intro-accounting-data-analytics-visual,3.2,1,1,1763
chemicals-health,3.3,0,0,1860
excel-intermediate-2,3.9,0,0,202
excel-essentials,3.7,0,0,546
arbitration-international-disputes,4.2,1,1,220
cloud-infrastructure-design-process,3.6,1,1,1972
python-for-data-visualization,4.0,0,0,285
personal-branding,4.4,1,0,768
uva-darden-project-management,3.8,0,0,1439
cloud-infrastructure-design-process,4.2,0,0,28
cybersecurity-roles-processes-operating-system-security,5.0,1,0,1489
python-for-applied-data-science-ai,3.4,0,0,702
gcp-fundamentals,3.5,1,1,382
introduction-to-ai,3.3,0,0,1073
infrastructure-investing,3.7,0,0,1945
truthinourbones-osteoarchaeology-archaeology,3.8,1,0,1637
digital-analytics,3.4,1,1,1356
technical-support-fundamentals,4.3,1,1,24
gcp-fundamentals,4.0,0,0,1212
python-machine-learning,3.6,1,0,71
financial-engineering-1,3.5,0,0,1202
python-plotting,4.4,1,0,187
global-energy,4.2,0,0,803
java-programming,4.0,1,0,542
marketing-analytics,4.1,0,0,524
python-basics,4.3,1,1,228
python-for-applied-data-science-ai,3.2,0,0,1906
self-determination-theory,3.5,0,0,1895
nutrition-pregnancy,3.8,0,0,511
machine-learning-with-python,4.6,1,0,1777
forensic-science,4.2,0,0,538
ibm-penetration-testing-incident-response-forensics,3.8,0,0,516
gcp-infrastructure-scaling-automation,4.9,1,0,1445
international-security-management,4.5,0,0,1177
python-for-data-visualization,3.8,1,1,1094
foundations-of-mindfulness,3.9,0,0,445
stem-cells,4.0,1,0,430
uva-darden-financial-accounting,3.9,1,0,1460
gcp-big-data-ml-fundamentals,4.3,1,0,1497
english-composition,4.4,0,0,1799
manage-health-covid-19,4.7,1,0,89
strategic-business-management-microeconomics,3.7,1,1,1455
bioinformatics,3.5,0,0,185
probabilistic-models-in-nlp,3.6,0,0,97
law-student,3.5,0,0,1148
basic-statistics,3.5,0,0,364
contracts-1,3.5,0,0,1875
dino101,4.6,0,0,256
machine-learning-business-professionals,4.0,0,0,987
fe-exam,4.0,1,1,623
introduction-to-computers-and-office-productivity-software,3.7,1,0,1542
what-is-datascience,3.5,0,0,157
addiction-treatment,4.1,0,0,1497
sustainability,3.6,1,1,186
research-methods,3.8,1,1,30
sql-for-data-science,4.4,1,1,836
forensic-science,4.4,1,0,119
perfect-tenses-modals,4.2,0,0,1898
spectroscopy,4.9,1,0,1267
sports-society,3.5,1,0,301
introduction-psych,4.7,1,1,1180
geopolitics-europe,3.9,0,0,1191
machine-learning-business-professionals,3.7,1,1,1679
deep-neural-network,4.9,1,0,237
sustainable-fashion,4.7,0,0,252
company-future-management,4.7,0,0,679
ai-for-everyone,3.3,1,0,1609
science-exercise,3.8,1,1,1290
finance-for-non-finance,3.9,1,1,546
uva-darden-agile-testing,4.3,0,0,49
astro,3.6,0,0,1185
analytics-excel,5.0,1,1,1746
race-cultural-diversity-american-life,4.5,1,0,1255
clinical-trials,4.6,1,0,8
uva-darden-continous-delivery-devops,4.1,1,1,1855
software-processes-and-agile-practices,4.6,1,0,1381
drug-commercialization,4.6,1,0,968
microeconomics,4.5,0,0,121
curanderismo-plants,5.0,0,0,1399
international-taxation,4.1,0,0,224
six-sigma-principles,3.6,1,1,1767
cancer,4.3,1,1,1484
learn-speak-korean1,3.6,0,0,752
cybersecurity-roles-processes-operating-system-security,3.6,0,0,674
sql-data-science,3.4,0,0,845
embedded-software-hardware,3.8,1,1,1858
environmental-law,4.8,0,0,1792
covid-19-contact-tracing-for-nursing-professionals,3.8,1,1,1409
uva-darden-agile-team-management,3.9,1,1,314
